,Participant,Narrative,Event,Nativeness,Exposure,Right_Hand_Movement_Amplitude,Left_Hand_Movement_Amplitude,Right_S_to_W_Distance,Left_S_to_W_Distance,Left_S_to_W_Distance_Change,Right_S_to_W_Distance_Change,Left_Speed,Right_Speed,Event_Duration
53,14,2,7,Native,0-3,0.7079464346860342,0.7578717007416056,9.58608670017032,9.998712567642762,0.1461432815317314,0.07385847198870035,0.0300742738389526,0.028093112487541046,0.7
54,14,3,2,Native,0-3,2.155062050656098,2.3181976746735034,20.12637108106788,22.177697911160383,0.4575180325696201,0.2753075424947424,0.019299014940671853,0.01794090951262153,1.54
55,14,3,4,Native,0-3,4.832686355015602,5.121239738179143,57.348558370864986,66.11238562749745,1.2772534683439818,1.2330303530440048,0.006982493098520864,0.00658906843779396,3.82
56,14,6,4,Native,0-3,1.5827737518044076,1.7346362676335656,25.851875504223322,28.624211790368157,0.28853273784608996,0.2303666347431847,0.011864817152076372,0.01082608585365532,1.7
57,14,6,8,Native,0-3,2.5597310945686846,2.778275652599591,34.701801555595324,38.37340509609476,0.6752328358625008,0.7168083778278637,0.010596016981691806,0.009762513709262718,2.28
58,14,9,4,Native,0-3,1.1245263478812357,1.221989178373055,7.746962846071972,9.108231784987048,0.29074247109474743,0.19208644305055492,0.05445584573854968,0.05011258234764865,0.66
59,14,10,5,Native,0-3,4.426206696409582,4.759787737878357,44.11052992832555,47.75075727655075,1.0835928556887164,0.7462304534023071,0.010939023115182838,0.010172381633594369,2.94
60,15,2,5,Late,8-12,4.730569074222182,5.021602735568076,67.57155973413981,80.5681681116412,0.9333124256232623,0.869446619074676,0.0039071323142510946,0.0036806892675470596,5.06
61,15,2,6,Late,8-12,3.617435615033136,3.8388839193228024,36.277575156402484,47.10669525794349,1.2355067872835894,0.9304341059474514,0.008588107202064434,0.00809269712535377,2.98
62,15,2,7,Late,8-12,2.946833046439542,3.1159686662403474,53.680771024707134,60.74649914094271,0.6414007635815699,0.5711495296820728,0.003994217128442223,0.0037774099451873327,3.94
63,15,3,2,Late,8-12,2.4976252454245396,2.642532795696678,24.70021210208282,25.490944010634582,0.35045780054580233,0.42339916720027043,0.014188857365209827,0.013410788474143792,1.9199999999999997
64,15,3,4,Late,8-12,4.946537747582921,5.345226986346936,74.05447452182307,93.73087423758253,1.7972107616388415,1.582018144763362,0.00365260830008674,0.0033801679291942874,5.4
65,15,6,4,Late,8-12,2.853378873093884,3.0048881427335976,39.11363921655124,43.19278553018359,0.6182278034320275,0.5611148253695202,0.007832572575157955,0.007437646942690762,2.76
66,15,6,8,Late,8-12,5.4895588603704235,5.8491578380081855,60.40292436353223,68.22102304562105,1.3224752257763912,1.2609030859895953,0.0060701098360400425,0.005696927003290187,4.38
67,15,9,4,Late,8-12,1.3762704819005824,1.505923923799177,12.895493154749166,12.390098225483401,0.2303198841708056,0.2898590937623932,0.030733141302024022,0.028087152691848624,0.98
68,15,10,5,Late,8-12,7.551784637594383,7.949397893104409,66.16532881609787,62.738459180240355,1.7842066812116844,1.7749466370752152,0.007546419112497066,0.007168962063408377,4.58
69,16,2,5,Late,4-7,1.686615449164348,1.7921095920046686,23.187676618056845,25.690895761165546,0.4372185620637645,0.3623446713459385,0.009622581572190016,0.009056139654018192,1.9199999999999997
